Fecha,Hora,caudal m3 chamiza
01/03/2022,21:43,13.966
01/03/2022,22:13,13.966
01/03/2022,22:43,13.559
01/03/2022,23:13,12.803
01/03/2022,23:43,12.425
02/03/2022,00:13,12.047
02/03/2022,00:43,11.320
02/03/2022,01:13,10.971
02/03/2022,01:43,10.622
02/03/2022,02:13,10.273
02/03/2022,02:43,9.924
02/03/2022,03:13,9.604
02/03/2022,03:43,9.283
02/03/2022,04:13,9.283
02/03/2022,04:43,8.963
02/03/2022,05:13,8.642
02/03/2022,05:43,8.642
02/03/2022,06:13,8.322
02/03/2022,06:43,8.322
02/03/2022,07:13,8.030
02/03/2022,07:43,8.030
02/03/2022,08:13,7.739
02/03/2022,08:43,7.739
02/03/2022,09:13,7.739
02/03/2022,09:43,7.739
02/03/2022,10:13,7.739
02/03/2022,10:43,7.739
02/03/2022,11:13,7.739
02/03/2022,11:43,7.739
02/03/2022,12:13,8.030
02/03/2022,12:43,8.030
02/03/2022,13:13,8.322
02/03/2022,13:43,8.322
02/03/2022,14:13,8.642
02/03/2022,14:43,8.642
02/03/2022,15:13,8.642
02/03/2022,15:43,8.963
02/03/2022,16:13,8.963
02/03/2022,16:43,8.963
02/03/2022,17:13,8.642
02/03/2022,17:43,8.642
02/03/2022,18:13,8.642
02/03/2022,18:43,8.322
02/03/2022,19:13,8.322
02/03/2022,19:43,8.322
02/03/2022,20:13,8.030
02/03/2022,20:43,8.030
02/03/2022,21:13,7.739
02/03/2022,21:43,7.739
02/03/2022,22:13,7.739
02/03/2022,22:43,7.447
02/03/2022,23:13,7.447
02/03/2022,23:43,7.447
03/03/2022,00:13,7.156
03/03/2022,00:43,7.156
03/03/2022,01:13,7.156
03/03/2022,01:43,6.864
03/03/2022,02:13,6.864
03/03/2022,02:43,6.864
03/03/2022,03:13,6.601
03/03/2022,03:43,6.601
03/03/2022,04:13,6.601
03/03/2022,04:43,6.338
03/03/2022,05:13,6.338
03/03/2022,05:43,6.338
03/03/2022,06:13,6.075
03/03/2022,06:43,6.075
03/03/2022,07:13,6.075
03/03/2022,07:43,6.075
03/03/2022,08:13,5.812
03/03/2022,08:43,5.812
03/03/2022,09:13,5.812
03/03/2022,09:43,5.812
03/03/2022,10:13,5.549
03/03/2022,10:43,5.549
03/03/2022,11:13,5.549
03/03/2022,11:43,5.549
03/03/2022,12:13,5.549
03/03/2022,12:43,5.315
03/03/2022,13:13,5.315
03/03/2022,13:43,5.549
03/03/2022,14:13,5.549
03/03/2022,14:43,5.549
03/03/2022,15:13,5.549
03/03/2022,15:43,5.812
03/03/2022,16:13,5.812
03/03/2022,16:43,5.812
03/03/2022,17:13,5.812
03/03/2022,17:43,6.075
03/03/2022,18:13,6.075
03/03/2022,18:43,6.338
03/03/2022,19:13,6.601
03/03/2022,19:43,7.447
03/03/2022,20:13,8.963
03/03/2022,20:43,13.559
03/03/2022,21:13,22.070
03/03/2022,21:43,27.052
03/03/2022,22:13,29.132
03/03/2022,22:43,29.655
03/03/2022,23:13,29.655
03/03/2022,23:43,29.655
04/03/2022,00:13,28.608
04/03/2022,00:43,27.561
04/03/2022,01:13,26.035
04/03/2022,01:43,25.017
04/03/2022,02:13,24.030
04/03/2022,02:43,23.043
04/03/2022,03:13,22.070
04/03/2022,03:43,21.113
04/03/2022,04:13,20.156
04/03/2022,04:43,19.693
04/03/2022,05:13,18.766
04/03/2022,05:43,18.302
04/03/2022,06:13,17.839
04/03/2022,06:43,16.942
04/03/2022,07:13,16.493
04/03/2022,07:43,16.045
04/03/2022,08:13,15.596
04/03/2022,08:43,15.189
04/03/2022,09:13,14.781
04/03/2022,09:43,14.374
04/03/2022,10:13,13.966
04/03/2022,10:43,13.559
04/03/2022,11:13,13.559
04/03/2022,11:43,13.181
04/03/2022,12:13,12.803
04/03/2022,12:43,12.425
04/03/2022,13:13,12.047
04/03/2022,13:43,12.047
04/03/2022,14:13,11.669
04/03/2022,14:43,11.320
04/03/2022,15:13,11.320
04/03/2022,15:43,10.971
04/03/2022,16:13,10.971
04/03/2022,16:43,10.622
04/03/2022,17:13,10.622
04/03/2022,17:43,10.273
04/03/2022,18:13,10.273
04/03/2022,18:43,9.924
04/03/2022,19:13,9.924
04/03/2022,19:43,9.924
04/03/2022,20:13,9.924
04/03/2022,20:43,9.924
04/03/2022,21:13,9.604
04/03/2022,21:43,9.604
04/03/2022,22:13,9.604
04/03/2022,22:43,9.604
04/03/2022,23:13,9.604
04/03/2022,23:43,9.604
05/03/2022,00:13,9.283
05/03/2022,00:43,9.283
05/03/2022,01:13,9.283
05/03/2022,01:43,8.963
05/03/2022,02:13,8.963
05/03/2022,02:43,8.963
05/03/2022,03:13,8.642
05/03/2022,03:43,8.642
05/03/2022,04:13,8.642
05/03/2022,04:43,8.322
05/03/2022,05:13,8.322
05/03/2022,05:43,8.322
05/03/2022,06:13,8.030
05/03/2022,06:43,8.030
05/03/2022,07:13,8.030
05/03/2022,07:43,8.030
05/03/2022,08:13,7.739
05/03/2022,08:43,7.739
05/03/2022,09:13,7.739
05/03/2022,09:43,7.739
05/03/2022,10:13,7.739
05/03/2022,10:43,7.447
05/03/2022,11:13,7.447
05/03/2022,11:43,7.447
05/03/2022,12:13,7.447
05/03/2022,12:43,7.156
05/03/2022,13:13,7.156
05/03/2022,13:43,7.156
05/03/2022,14:13,7.156
05/03/2022,14:43,6.864
05/03/2022,15:13,6.864
05/03/2022,15:43,6.864
05/03/2022,16:13,6.864
05/03/2022,16:43,6.864
05/03/2022,17:13,6.864
05/03/2022,17:43,6.864
05/03/2022,18:13,6.601
05/03/2022,18:43,6.601
05/03/2022,19:13,6.601
05/03/2022,19:43,6.601
05/03/2022,20:13,6.601
05/03/2022,20:43,6.338
05/03/2022,21:13,6.338
05/03/2022,21:43,6.338
05/03/2022,22:13,6.338
05/03/2022,22:43,6.338
05/03/2022,23:13,6.075
05/03/2022,23:43,6.075
06/03/2022,00:13,6.075
06/03/2022,00:43,6.075
06/03/2022,01:13,6.075
06/03/2022,01:43,6.075
06/03/2022,02:13,5.812
06/03/2022,02:43,5.812
06/03/2022,03:13,5.812
06/03/2022,03:43,5.812
06/03/2022,04:13,5.812
06/03/2022,04:43,5.812
06/03/2022,05:13,5.812
06/03/2022,05:43,5.549
06/03/2022,06:13,5.549
06/03/2022,06:43,5.549
06/03/2022,07:13,5.549
06/03/2022,07:43,5.549
06/03/2022,08:13,5.549
06/03/2022,08:43,5.549
06/03/2022,09:13,5.549
06/03/2022,09:43,5.549
06/03/2022,10:13,5.549
06/03/2022,10:43,5.549
06/03/2022,11:13,5.549
06/03/2022,11:43,5.549
06/03/2022,12:13,5.549
06/03/2022,12:43,5.549
06/03/2022,13:13,5.812
06/03/2022,13:43,5.812
06/03/2022,14:13,5.812
06/03/2022,14:43,6.075
06/03/2022,15:13,6.338
06/03/2022,15:43,6.338
06/03/2022,16:13,6.601
06/03/2022,16:43,6.601
06/03/2022,17:13,6.864
06/03/2022,17:43,7.156
06/03/2022,18:13,7.447
06/03/2022,18:43,7.739
06/03/2022,19:13,8.030
06/03/2022,19:43,8.642
06/03/2022,20:13,8.963
06/03/2022,20:43,9.604
06/03/2022,21:13,9.924
06/03/2022,21:43,10.622
06/03/2022,22:13,10.971
06/03/2022,22:43,11.320
06/03/2022,23:13,11.669
06/03/2022,23:43,11.669
07/03/2022,00:13,11.669
07/03/2022,00:43,11.669
07/03/2022,01:13,12.047
07/03/2022,01:43,12.047
07/03/2022,02:13,12.425
07/03/2022,02:43,12.803
07/03/2022,03:13,13.181
07/03/2022,03:43,13.559
07/03/2022,04:13,13.966
07/03/2022,04:43,13.966
07/03/2022,05:13,14.374
07/03/2022,05:43,14.781
07/03/2022,06:13,14.781
07/03/2022,06:43,15.596
07/03/2022,07:13,16.045
07/03/2022,07:43,16.942
07/03/2022,08:13,17.390
07/03/2022,08:43,18.766
07/03/2022,09:13,20.635
07/03/2022,09:43,22.549
07/03/2022,10:13,25.017
07/03/2022,10:43,26.035
07/03/2022,11:13,27.052
07/03/2022,11:43,27.561
07/03/2022,12:13,27.561
07/03/2022,12:43,27.561
07/03/2022,13:13,27.052
07/03/2022,13:43,26.543
07/03/2022,14:13,26.035
07/03/2022,14:43,26.035
07/03/2022,15:13,25.526
07/03/2022,15:43,25.017
07/03/2022,16:13,24.523
07/03/2022,16:43,24.030
07/03/2022,17:13,23.536
07/03/2022,17:43,23.043
07/03/2022,18:13,22.549
07/03/2022,18:43,22.070
07/03/2022,19:13,21.592
07/03/2022,19:43,21.113
07/03/2022,20:13,20.635
07/03/2022,20:43,19.693
07/03/2022,21:13,19.693
07/03/2022,21:43,19.229
07/03/2022,22:13,18.302
07/03/2022,22:43,17.839
07/03/2022,23:13,17.390
07/03/2022,23:43,16.942
08/03/2022,00:13,16.942
08/03/2022,00:43,16.493
08/03/2022,01:13,16.045
08/03/2022,01:43,15.596
08/03/2022,02:13,15.189
08/03/2022,02:43,14.781
08/03/2022,03:13,14.781
08/03/2022,03:43,14.374
08/03/2022,04:13,13.966
08/03/2022,04:43,13.966
08/03/2022,05:13,13.559
08/03/2022,05:43,13.181
08/03/2022,06:13,13.181
08/03/2022,06:43,12.803
08/03/2022,07:13,12.803
08/03/2022,07:43,12.425
08/03/2022,08:13,12.047
08/03/2022,08:43,12.047
08/03/2022,09:13,11.669
08/03/2022,09:43,11.669
08/03/2022,10:13,11.320
08/03/2022,10:43,11.320
08/03/2022,11:13,11.320
08/03/2022,11:43,11.320
08/03/2022,12:13,11.669
08/03/2022,12:43,11.669
08/03/2022,13:13,12.047
08/03/2022,13:43,12.047
08/03/2022,14:13,12.425
08/03/2022,14:43,12.803
08/03/2022,15:13,13.559
08/03/2022,15:43,14.781
08/03/2022,16:13,18.302
08/03/2022,16:43,26.035
08/03/2022,17:13,40.238
08/03/2022,17:43,51.260
08/03/2022,18:13,55.155
08/03/2022,18:43,55.155
08/03/2022,19:13,54.496
08/03/2022,19:43,52.549
08/03/2022,20:13,49.987
08/03/2022,20:43,47.471
08/03/2022,21:13,44.401
08/03/2022,21:43,42.005
08/03/2022,22:13,39.654
08/03/2022,22:43,37.917
08/03/2022,23:13,36.211
08/03/2022,23:43,34.534
09/03/2022,00:13,32.873
09/03/2022,00:43,31.795
09/03/2022,01:13,30.179
09/03/2022,01:43,29.655
09/03/2022,02:13,28.608
09/03/2022,02:43,27.561
09/03/2022,03:13,27.052
09/03/2022,03:43,26.035
09/03/2022,04:13,25.526
09/03/2022,04:43,25.017
09/03/2022,05:13,24.523
09/03/2022,05:43,24.030
09/03/2022,06:13,23.536
09/03/2022,06:43,23.536
09/03/2022,07:13,23.043
09/03/2022,07:43,23.043
09/03/2022,08:13,22.549
09/03/2022,08:43,22.070
09/03/2022,09:13,22.070
09/03/2022,09:43,21.592
09/03/2022,10:13,21.113
09/03/2022,10:43,20.635
09/03/2022,11:13,20.156
09/03/2022,11:43,20.156
09/03/2022,12:13,19.693
09/03/2022,12:43,19.229
09/03/2022,13:13,19.229
09/03/2022,13:43,18.766
09/03/2022,14:13,18.302
09/03/2022,14:43,18.302
09/03/2022,15:13,17.839
09/03/2022,15:43,17.390
09/03/2022,16:13,17.390
09/03/2022,16:43,16.942
09/03/2022,17:13,16.493
09/03/2022,17:43,16.493
09/03/2022,18:13,16.045
09/03/2022,18:43,16.045
09/03/2022,19:13,15.596
09/03/2022,19:43,15.189
09/03/2022,20:13,15.189
09/03/2022,20:43,14.781
09/03/2022,21:13,14.374
09/03/2022,21:43,14.374
09/03/2022,22:13,13.966
09/03/2022,22:43,13.966
09/03/2022,23:13,13.559
09/03/2022,23:43,13.559
10/03/2022,00:13,13.181
10/03/2022,00:43,13.181
10/03/2022,01:13,12.803
10/03/2022,01:43,12.803
10/03/2022,02:13,12.425
10/03/2022,02:43,12.425
10/03/2022,03:13,12.047
10/03/2022,03:43,12.047
10/03/2022,04:13,11.669
10/03/2022,04:43,11.669
10/03/2022,05:13,11.669
10/03/2022,05:43,11.320
10/03/2022,06:13,11.320
10/03/2022,06:43,10.971
10/03/2022,07:13,10.971
10/03/2022,07:43,10.971
10/03/2022,08:13,10.622
10/03/2022,08:43,10.622
10/03/2022,09:13,10.273
10/03/2022,09:43,10.273
10/03/2022,10:13,10.273
10/03/2022,10:43,9.924
10/03/2022,11:13,9.924
10/03/2022,11:43,9.924
10/03/2022,12:13,9.604
10/03/2022,12:43,9.604
10/03/2022,13:13,9.604
10/03/2022,13:43,9.604
10/03/2022,14:13,9.283
10/03/2022,14:43,9.283
10/03/2022,15:13,9.283
10/03/2022,15:43,8.963
10/03/2022,16:13,8.963
10/03/2022,16:43,8.963
10/03/2022,17:13,8.963
10/03/2022,17:43,8.642
10/03/2022,18:13,8.642
10/03/2022,18:43,8.642
10/03/2022,19:13,8.642
10/03/2022,19:43,8.322
10/03/2022,20:13,8.322
10/03/2022,20:43,8.322
10/03/2022,21:13,8.030
10/03/2022,21:43,8.030
10/03/2022,22:13,8.030
10/03/2022,22:43,7.739
10/03/2022,23:13,7.739
10/03/2022,23:43,7.739
11/03/2022,00:13,7.739
11/03/2022,00:43,7.739
11/03/2022,01:13,7.447
11/03/2022,01:43,7.447
11/03/2022,02:13,7.447
11/03/2022,02:43,7.156
11/03/2022,03:13,7.156
11/03/2022,03:43,7.156
11/03/2022,04:13,7.156
11/03/2022,04:43,7.156
11/03/2022,05:13,7.156
11/03/2022,05:43,6.864
11/03/2022,06:13,6.864
11/03/2022,06:43,6.864
11/03/2022,07:13,6.864
11/03/2022,07:43,6.864
11/03/2022,08:13,6.601
11/03/2022,08:43,6.601
11/03/2022,09:13,6.601
11/03/2022,09:43,6.601
11/03/2022,10:13,6.601
11/03/2022,10:43,6.601
11/03/2022,11:13,6.601
11/03/2022,11:43,6.338
11/03/2022,12:13,6.338
11/03/2022,12:43,6.338
11/03/2022,13:13,6.338
11/03/2022,13:43,6.338
11/03/2022,14:13,6.338
11/03/2022,14:43,6.338
11/03/2022,15:13,6.075
11/03/2022,15:43,6.075
11/03/2022,16:13,6.075
11/03/2022,16:43,6.075
11/03/2022,17:13,6.075
11/03/2022,17:43,6.075
11/03/2022,18:13,6.075
11/03/2022,18:43,5.812
11/03/2022,19:13,5.812
11/03/2022,19:43,5.812
11/03/2022,20:13,5.812
11/03/2022,20:43,5.812
11/03/2022,21:13,5.812
11/03/2022,21:43,5.812
11/03/2022,22:13,5.812
11/03/2022,22:43,5.549
11/03/2022,23:13,5.549
11/03/2022,23:43,5.549
12/03/2022,00:13,5.549
12/03/2022,00:43,5.549
12/03/2022,01:13,5.549
12/03/2022,01:43,5.549
12/03/2022,02:13,5.315
12/03/2022,02:43,5.315
12/03/2022,03:13,5.315
12/03/2022,03:43,5.315
12/03/2022,04:13,5.315
12/03/2022,04:43,5.315
12/03/2022,05:13,5.315
12/03/2022,05:43,5.315
12/03/2022,06:13,5.081
12/03/2022,06:43,5.081
12/03/2022,07:13,5.081
12/03/2022,07:43,5.081
12/03/2022,08:13,5.081
12/03/2022,08:43,5.081
12/03/2022,09:13,5.081
12/03/2022,09:43,5.081
12/03/2022,10:13,5.081
12/03/2022,10:43,5.081
12/03/2022,11:13,5.081
12/03/2022,11:43,5.081
12/03/2022,12:13,4.846
12/03/2022,12:43,4.846
12/03/2022,13:13,4.846
12/03/2022,13:43,4.846
12/03/2022,14:13,4.846
12/03/2022,14:43,4.846
12/03/2022,15:13,4.846
12/03/2022,15:43,4.846
12/03/2022,16:13,4.846
12/03/2022,16:43,4.846
12/03/2022,17:13,4.846
12/03/2022,17:43,4.612
12/03/2022,18:13,4.612
12/03/2022,18:43,4.612
12/03/2022,19:13,4.612
12/03/2022,19:43,4.612
12/03/2022,20:13,4.612
12/03/2022,20:43,4.612
12/03/2022,21:13,4.612
12/03/2022,21:43,4.612
12/03/2022,22:13,4.612
12/03/2022,22:43,4.612
12/03/2022,23:13,4.378
12/03/2022,23:43,4.378
13/03/2022,00:13,4.378
13/03/2022,00:43,4.378
13/03/2022,01:13,4.378
13/03/2022,01:43,4.378
13/03/2022,02:13,4.378
13/03/2022,02:43,4.378
13/03/2022,03:13,4.378
13/03/2022,03:43,4.378
13/03/2022,04:13,4.378
13/03/2022,04:43,4.378
13/03/2022,05:13,4.378
13/03/2022,05:43,4.173
13/03/2022,06:13,4.173
13/03/2022,06:43,4.173
13/03/2022,07:13,4.173
13/03/2022,07:43,4.173
13/03/2022,08:13,4.173
13/03/2022,08:43,4.173
13/03/2022,09:13,4.173
13/03/2022,09:43,4.173
13/03/2022,10:13,4.173
13/03/2022,10:43,4.173
13/03/2022,11:13,4.173
13/03/2022,11:43,4.173
13/03/2022,12:13,4.173
13/03/2022,12:43,4.173
13/03/2022,13:13,4.173
13/03/2022,13:43,4.173
13/03/2022,14:13,4.173
13/03/2022,14:43,4.173
13/03/2022,15:13,4.173
13/03/2022,15:43,3.967
13/03/2022,16:13,3.967
13/03/2022,16:43,3.967
13/03/2022,17:13,3.967
13/03/2022,17:43,3.967
13/03/2022,18:13,3.967
13/03/2022,18:43,3.967
13/03/2022,19:13,3.967
13/03/2022,19:43,3.967
13/03/2022,20:13,3.967
13/03/2022,20:43,3.967
13/03/2022,21:13,3.967
13/03/2022,21:43,3.967
13/03/2022,22:13,3.967
13/03/2022,22:43,3.967
13/03/2022,23:13,3.967
13/03/2022,23:43,3.762
14/03/2022,00:13,3.762
14/03/2022,00:43,3.762
14/03/2022,01:13,3.762
14/03/2022,01:43,3.762
14/03/2022,02:13,3.762
14/03/2022,02:43,3.762
14/03/2022,03:13,3.762
14/03/2022,03:43,3.762
14/03/2022,04:13,3.762
14/03/2022,04:43,3.762
14/03/2022,05:13,3.762
14/03/2022,05:43,3.762
14/03/2022,06:13,3.762
14/03/2022,06:43,3.762
14/03/2022,07:13,3.762
14/03/2022,07:43,3.762
14/03/2022,08:13,3.762
14/03/2022,08:43,3.556
14/03/2022,09:13,3.556
14/03/2022,09:43,3.556
14/03/2022,10:13,3.556
14/03/2022,10:43,3.556
14/03/2022,11:13,3.556
14/03/2022,11:43,3.556
14/03/2022,12:13,3.556
14/03/2022,12:43,3.556
14/03/2022,13:13,3.556
14/03/2022,13:43,3.556
14/03/2022,14:13,3.556
14/03/2022,14:43,3.556
14/03/2022,15:13,3.556
14/03/2022,15:43,3.556
14/03/2022,16:13,3.556
14/03/2022,16:43,3.556
14/03/2022,17:13,3.556
14/03/2022,17:43,3.556
14/03/2022,18:13,3.556
14/03/2022,18:43,3.556
14/03/2022,19:13,3.556
14/03/2022,19:43,3.556
14/03/2022,20:13,3.556
14/03/2022,20:43,3.556
14/03/2022,21:13,3.556
14/03/2022,21:43,3.351
14/03/2022,22:13,3.351
14/03/2022,22:43,3.351
14/03/2022,23:13,3.351
14/03/2022,23:43,3.351
15/03/2022,00:13,3.351
15/03/2022,00:43,3.351
15/03/2022,01:13,3.351
15/03/2022,01:43,3.351
15/03/2022,02:13,3.351
15/03/2022,02:43,3.351
15/03/2022,03:13,3.351
15/03/2022,03:43,3.351
15/03/2022,04:13,3.351
15/03/2022,04:43,3.351
15/03/2022,05:13,3.351
15/03/2022,05:43,3.351
15/03/2022,06:13,3.351
15/03/2022,06:43,3.351
15/03/2022,07:13,3.351
15/03/2022,07:43,3.351
15/03/2022,08:13,3.351
15/03/2022,08:43,3.351
15/03/2022,09:13,3.351
15/03/2022,09:43,3.174
15/03/2022,10:13,3.174
15/03/2022,10:43,3.174
15/03/2022,11:13,3.174
15/03/2022,11:43,3.174
15/03/2022,12:13,3.174
15/03/2022,12:43,3.174
15/03/2022,13:13,3.174
15/03/2022,13:43,3.174
15/03/2022,14:13,3.174
15/03/2022,14:43,3.174
15/03/2022,15:13,3.174
15/03/2022,15:43,3.174
15/03/2022,16:13,3.174
15/03/2022,16:43,3.174
15/03/2022,17:13,3.174
15/03/2022,17:43,3.174
15/03/2022,18:13,3.174
15/03/2022,18:43,3.174
15/03/2022,19:13,3.174
15/03/2022,19:43,3.174
15/03/2022,20:13,3.174
15/03/2022,20:43,3.174
15/03/2022,21:13,3.174
15/03/2022,21:43,3.174
15/03/2022,22:13,3.174
15/03/2022,22:43,3.174
15/03/2022,23:13,3.174
15/03/2022,23:43,3.174
16/03/2022,00:13,3.174
16/03/2022,00:43,3.174
16/03/2022,01:13,3.174
16/03/2022,01:43,3.174
16/03/2022,02:13,3.174
16/03/2022,02:43,3.174
16/03/2022,03:13,3.174
16/03/2022,03:43,2.998
16/03/2022,04:13,2.998
16/03/2022,04:43,2.998
16/03/2022,05:13,2.998
16/03/2022,05:43,2.998
16/03/2022,06:13,2.998
16/03/2022,06:43,2.998
16/03/2022,07:13,2.998
16/03/2022,07:43,2.998
16/03/2022,08:13,2.998
16/03/2022,08:43,2.998
16/03/2022,09:13,2.998
16/03/2022,09:43,2.998
16/03/2022,10:13,2.998
16/03/2022,10:43,2.998
16/03/2022,11:13,2.998
16/03/2022,11:43,2.998
16/03/2022,12:13,2.998
16/03/2022,12:43,2.998
16/03/2022,13:13,2.998
16/03/2022,13:43,2.998
16/03/2022,14:13,2.998
16/03/2022,14:43,2.998
16/03/2022,15:13,2.998
16/03/2022,15:43,2.998
16/03/2022,16:13,2.998
16/03/2022,16:43,2.998
16/03/2022,17:13,2.998
16/03/2022,17:43,3.174
16/03/2022,18:13,3.174
16/03/2022,18:43,3.351
16/03/2022,19:13,3.351
16/03/2022,19:43,3.351
16/03/2022,20:13,3.351
16/03/2022,20:43,3.351
16/03/2022,21:13,3.351
16/03/2022,21:43,3.351
16/03/2022,22:13,3.351
16/03/2022,22:43,3.351
16/03/2022,23:13,3.556
16/03/2022,23:43,3.556
17/03/2022,00:13,3.556
17/03/2022,00:43,3.762
17/03/2022,01:13,3.967
17/03/2022,01:43,4.173
17/03/2022,02:13,4.378
17/03/2022,02:43,4.612
17/03/2022,03:13,4.612
17/03/2022,03:43,4.612
17/03/2022,04:13,4.846
17/03/2022,04:43,4.846
17/03/2022,05:13,5.081
17/03/2022,05:43,5.081
17/03/2022,06:13,5.081
17/03/2022,06:43,5.081
17/03/2022,07:13,5.081
17/03/2022,07:43,5.081
17/03/2022,08:13,5.081
17/03/2022,08:43,5.081
17/03/2022,09:13,4.846
17/03/2022,09:43,4.846
17/03/2022,10:13,4.846
17/03/2022,10:43,4.846
17/03/2022,11:13,4.612
17/03/2022,11:43,4.612
17/03/2022,12:13,4.612
17/03/2022,12:43,4.612
17/03/2022,13:13,4.612
17/03/2022,13:43,4.378
17/03/2022,14:13,4.378
17/03/2022,14:43,4.378
17/03/2022,15:13,4.378
17/03/2022,15:43,4.378
17/03/2022,16:13,4.378
17/03/2022,16:43,4.378
17/03/2022,17:13,4.378
17/03/2022,17:43,4.378
17/03/2022,18:13,4.173
17/03/2022,18:43,4.173
17/03/2022,19:13,4.173
17/03/2022,19:43,4.173
17/03/2022,20:13,4.173
17/03/2022,20:43,4.173
17/03/2022,21:13,4.173
17/03/2022,21:43,4.173
17/03/2022,22:13,4.173
17/03/2022,22:43,4.173
17/03/2022,23:13,3.967
17/03/2022,23:43,3.967
18/03/2022,00:13,3.967
18/03/2022,00:43,3.967
18/03/2022,01:13,3.967
18/03/2022,01:43,3.967
18/03/2022,02:13,3.967
18/03/2022,02:43,3.967
18/03/2022,03:13,3.967
18/03/2022,03:43,3.762
18/03/2022,04:13,3.762
18/03/2022,04:43,3.762
18/03/2022,05:13,3.762
18/03/2022,05:43,3.762
18/03/2022,06:13,3.762
18/03/2022,06:43,3.762
18/03/2022,07:13,3.762
18/03/2022,07:43,3.762
18/03/2022,08:13,3.762
18/03/2022,08:43,3.556
18/03/2022,09:13,3.556
18/03/2022,09:43,3.556
18/03/2022,10:13,3.556
18/03/2022,10:43,3.556
18/03/2022,11:13,3.556
18/03/2022,11:43,3.556
18/03/2022,12:13,3.556
18/03/2022,12:43,3.556
18/03/2022,13:13,3.556
18/03/2022,13:43,3.556
18/03/2022,14:13,3.556
18/03/2022,14:43,3.556
18/03/2022,15:13,3.556
18/03/2022,15:43,3.351
18/03/2022,16:13,3.351
18/03/2022,16:43,3.351
18/03/2022,17:13,3.351
18/03/2022,17:43,3.351
18/03/2022,18:13,3.351
18/03/2022,18:43,3.351
18/03/2022,19:13,3.351
18/03/2022,19:43,3.351
18/03/2022,20:13,3.351
18/03/2022,20:43,3.351
18/03/2022,21:13,3.351
18/03/2022,21:43,3.351
18/03/2022,22:13,3.351
18/03/2022,22:43,3.351
18/03/2022,23:13,3.351
18/03/2022,23:43,3.351
19/03/2022,00:13,3.351
19/03/2022,00:43,3.174
19/03/2022,01:13,3.174
19/03/2022,01:43,3.174
19/03/2022,02:13,3.174
19/03/2022,02:43,3.174
19/03/2022,03:13,3.174
19/03/2022,03:43,3.174
19/03/2022,04:13,3.174
19/03/2022,04:43,3.174
19/03/2022,05:13,3.174
19/03/2022,05:43,3.174
19/03/2022,06:13,3.174
19/03/2022,06:43,3.174
19/03/2022,07:13,3.174
19/03/2022,07:43,3.174
19/03/2022,08:13,3.174
19/03/2022,08:43,3.174
19/03/2022,09:13,3.174
19/03/2022,09:43,3.174
19/03/2022,10:13,3.174
19/03/2022,10:43,3.174
19/03/2022,11:13,3.174
19/03/2022,11:43,3.174
19/03/2022,12:13,3.174
19/03/2022,12:43,3.174
19/03/2022,13:13,3.174
19/03/2022,13:43,3.174
19/03/2022,14:13,3.174
